Model,Clean,pct2,pct5,pct10,pct20,pct30
SVM,1,0.972222222222222,0.95,0.888888888888889,0.716666666666667,0.633333333333333
kNN,1,0.972222222222222,0.955555555555555,0.938888888888889,0.905555555555556,0.888888888888889
DT,1,0.827777777777778,0.677777777777778,0.55,0.433333333333333,0.394444444444444
