Model,Clean,pct2,pct5,pct10,pct20,pct30
SVM,0.991243862520458,0.852280930959143,0.725959618223303,0.63019953571199,0.528136680872407,0.476006943611563
kNN,0.991243862520458,0.962696866656776,0.856936658510434,0.742665621436657,0.634840587701315,0.584356347475674
DT,0.949772486772487,0.695331684073834,0.62565462515148,0.569901563561708,0.494152452738866,0.453048069722479
