Hydrogen,Methane,Ethane,Ethylene,Acetylene,Carbon Monoxide,Carbon Dioxide,Fault_Type,%CH4,%C2H4,%C2H2
24.0,1,1.0,0,0,65,854,0,100.0,0.0,0.0
0.0,0,0.0,0,0,30,896,0,0.0,0.0,0.0
16.0,55,121.0,33,0,126,2748,2,62.5,37.5,0.0
9.0,80,181.0,44,0,115,4889,2,64.51612903225806,35.483870967741936,0.0
8.0,54,131.0,22,0,131,5283,2,71.05263157894737,28.947368421052634,0.0
11.0,48,153.0,26,0,146,5030,2,64.86486486486487,35.13513513513514,0.0
10.0,25,114.0,25,0,64,3438,2,50.0,50.0,0.0
0.0,34,165.0,28,0,92,5725,0,54.83870967741935,45.16129032258064,0.0
12.0,48,80.0,16,0,118,3181,2,75.0,25.0,0.0
6.0,53,104.0,20,0,127,3104,2,72.6027397260274,27.397260273972602,0.0
12.0,48,80.0,16,0,118,3181,2,75.0,25.0,0.0
0.0,34,165.0,28,0,92,5725,0,54.83870967741935,45.16129032258064,0.0
10.0,25,114.0,25,0,64,3438,2,50.0,50.0,0.0
11.0,48,153.0,26,0,146,5030,2,64.86486486486487,35.13513513513514,0.0
8.0,54,131.0,22,0,131,5283,2,71.05263157894737,28.947368421052634,0.0
9.0,80,181.0,44,0,115,4889,2,64.51612903225806,35.483870967741936,0.0
16.0,55,121.0,33,0,126,2748,2,62.5,37.5,0.0
5.0,20,11.0,25,0,170,3793,3,44.44444444444444,55.55555555555556,0.0
6.0,25,15.0,27,0,167,4182,3,48.07692307692308,51.92307692307693,0.0
1.0,9,9.0,18,0,294,3900,3,33.33333333333333,66.66666666666666,0.0
5.0,19,18.0,27,0,254,4474,3,41.30434782608695,58.69565217391305,0.0
5.0,17,20.0,27,0,136,3132,3,38.63636363636363,61.36363636363637,0.0
0.0,9,15.0,16,0,243,2377,0,36.0,64.0,0.0
2.0,24,12.0,15,0,158,2477,3,61.53846153846154,38.46153846153847,0.0
3.0,37,18.0,20,0,241,2420,3,64.91228070175438,35.08771929824561,0.0
2.0,24,12.0,15,0,158,2477,3,61.53846153846154,38.46153846153847,0.0
0.0,9,15.0,16,0,243,2377,0,36.0,64.0,0.0
5.0,17,20.0,27,0,136,3132,3,38.63636363636363,61.36363636363637,0.0
5.0,19,18.0,27,0,254,4474,3,41.30434782608695,58.69565217391305,0.0
1.0,9,9.0,18,0,294,3900,3,33.33333333333333,66.66666666666666,0.0
6.0,25,15.0,27,0,167,4182,3,48.07692307692308,51.92307692307693,0.0
5.0,20,11.0,25,0,170,3793,3,44.44444444444444,55.55555555555556,0.0
5.0,31,1.0,2,0,215,316,3,93.93939393939394,6.0606060606060606,0.0
0.0,1,0.0,2,0,50,538,0,33.33333333333333,66.66666666666666,0.0
0.0,3,0.0,23,0,274,2240,0,11.538461538461538,88.46153846153845,0.0
2.0,2,0.0,1,1,41,920,0,50.0,25.0,25.0
7.0,9,1.0,1,0,54,1430,3,90.0,10.0,0.0
0.0,4,0.0,11,0,146,5612,0,26.666666666666668,73.33333333333333,0.0
1.0,1,0.0,1,0,70,778,0,50.0,50.0,0.0
10.0,2,0.0,17,0,226,1255,0,10.526315789473683,89.47368421052632,0.0
1.0,1,0.0,1,0,70,778,0,50.0,50.0,0.0
0.0,4,0.0,11,0,146,5612,0,26.666666666666668,73.33333333333333,0.0
7.0,9,1.0,1,0,54,1430,3,90.0,10.0,0.0
2.0,2,0.0,1,1,41,920,0,50.0,25.0,25.0
4.0,1,2.0,0,0,78,882,0,100.0,0.0,0.0
5.0,2,3.0,0,0,79,1314,0,100.0,0.0,0.0
6.0,0,1.0,0,0,84,1080,0,0.0,0.0,0.0
7.0,0,1.0,0,0,81,1131,0,0.0,0.0,0.0
23.0,1,0.0,0,0,49,944,0,100.0,0.0,0.0
0.0,0,0.0,0,0,76,1070,0,0.0,0.0,0.0
112.0,1,0.0,0,0,107,687,0,100.0,0.0,0.0
7.0,0,1.0,0,0,81,1131,0,0.0,0.0,0.0
4.0,1,2.0,0,0,78,882,0,100.0,0.0,0.0
5.0,2,3.0,0,0,79,1314,0,100.0,0.0,0.0
6.0,0,1.0,0,0,84,1080,0,0.0,0.0,0.0
23.0,1,0.0,0,0,49,944,0,100.0,0.0,0.0
101.0,135,133.0,6,0,438,3971,2,95.74468085106383,4.25531914893617,0.0
112.0,1,0.0,0,0,107,687,0,100.0,0.0,0.0
0.0,0,0.0,0,0,76,1070,0,0.0,0.0,0.0
642.0,1524,288.0,3060,320,2587,3551,4,31.07667210440457,62.39804241435563,6.525285481239804
145.0,171,95.0,542,44,515,2235,4,22.5891677675033,71.59841479524438,5.812417437252312
0.0,1,0.0,3,0,46,580,0,25.0,75.0,0.0
47.0,220,40.0,300,0,939,2942,4,42.30769230769231,57.692307692307686,0.0
0.0,1,0.0,3,0,46,580,0,25.0,75.0,0.0
145.0,171,95.0,542,44,515,2235,4,22.5891677675033,71.59841479524438,5.812417437252312
642.0,1524,288.0,3060,320,2587,3551,4,31.07667210440457,62.39804241435563,6.525285481239804
5.0,1,0.0,0,0,99,878,0,100.0,0.0,0.0
0.0,11,1.0,1,0,83,1192,0,91.66666666666666,8.333333333333332,0.0
0.0,1,0.0,0,0,85,916,0,100.0,0.0,0.0
2.0,1,0.0,1,0,72,1089,0,50.0,50.0,0.0
0.0,0,0.0,2,0,33,680,0,0.0,100.0,0.0
0.0,2,0.0,0,0,143,1114,0,100.0,0.0,0.0
24.0,1,0.0,1,0,125,537,0,50.0,50.0,0.0
49.0,211,32.0,243,0,476,2152,4,46.47577092511013,53.524229074889874,0.0
0.0,1,0.0,2,0,39,475,0,33.33333333333333,66.66666666666666,0.0
49.0,211,32.0,243,0,476,2152,4,46.47577092511013,53.524229074889874,0.0
24.0,1,0.0,1,0,125,537,0,50.0,50.0,0.0
0.0,32,22.0,2,0,109,3357,0,94.11764705882352,5.88235294117647,0.0
87.0,131,41.0,4,0,390,3618,2,97.03703703703704,2.9629629629629632,0.0
0.0,32,22.0,2,0,109,3357,0,94.11764705882352,5.88235294117647,0.0
5.0,2,0.0,1,0,237,514,0,66.66666666666666,33.33333333333333,0.0
3.0,1,1.0,0,0,189,636,0,100.0,0.0,0.0
0.0,4,1.0,0,0,289,1171,0,100.0,0.0,0.0
0.0,2,0.0,0,0,140,1586,0,100.0,0.0,0.0
2.0,2,0.0,0,0,117,976,0,100.0,0.0,0.0
2.0,2,0.0,0,0,107,868,0,100.0,0.0,0.0
2.0,2,0.0,0,0,117,976,0,100.0,0.0,0.0
0.0,2,0.0,0,0,140,1586,0,100.0,0.0,0.0
0.0,4,1.0,0,0,289,1171,0,100.0,0.0,0.0
3.0,1,1.0,0,0,189,636,0,100.0,0.0,0.0
5.0,2,0.0,1,0,237,514,0,66.66666666666666,33.33333333333333,0.0
0.0,5,0.0,0,0,56,2078,0,100.0,0.0,0.0
0.0,5,10.0,11,0,26,1550,0,31.25,68.75,0.0
0.0,5,10.0,11,0,26,1550,0,31.25,68.75,0.0
0.0,5,0.0,0,0,56,2078,0,100.0,0.0,0.0
16.0,28,12.0,1,0,192,6014,2,96.55172413793103,3.4482758620689653,0.0
4.0,5,7.0,0,1,262,6127,0,83.33333333333334,0.0,16.666666666666664
8.0,8,9.0,0,0,165,5893,0,100.0,0.0,0.0
9.0,7,9.0,0,0,111,4179,0,100.0,0.0,0.0
0.0,8,11.0,0,0,114,5054,0,100.0,0.0,0.0
4.0,5,5.0,0,0,84,2995,0,100.0,0.0,0.0
6.0,9,7.0,1,0,115,2189,2,90.0,10.0,0.0
4.0,5,5.0,0,0,84,2995,0,100.0,0.0,0.0
0.0,8,11.0,0,0,114,5054,0,100.0,0.0,0.0
9.0,7,9.0,0,0,111,4179,0,100.0,0.0,0.0
8.0,8,9.0,0,0,165,5893,0,100.0,0.0,0.0
4.0,5,7.0,0,1,262,6127,0,83.33333333333334,0.0,16.666666666666664
16.0,28,12.0,1,0,192,6014,2,96.55172413793103,3.4482758620689653,0.0
24.0,1,0.0,1,0,125,537,0,50.0,50.0,0.0
0.0,0,0.0,0,0,233,1126,0,0.0,0.0,0.0
24.0,2,0.0,1,0,383,1063,0,66.66666666666666,33.33333333333333,0.0
8.0,0,4.0,1,0,411,831,0,0.0,100.0,0.0
2.0,3,1.0,3,0,1073,3215,3,50.0,50.0,0.0
0.0,7,2.0,7,0,647,2860,0,50.0,50.0,0.0
0.0,0,0.0,0,0,134,1264,0,0.0,0.0,0.0
1.0,22,2.0,7,0,1640,4920,3,75.86206896551724,24.137931034482758,0.0
0.0,0,0.0,0,0,134,1264,0,0.0,0.0,0.0
0.0,7,2.0,7,0,647,2860,0,50.0,50.0,0.0
2.0,3,1.0,3,0,1073,3215,3,50.0,50.0,0.0
8.0,0,4.0,1,0,411,831,0,0.0,100.0,0.0
8.0,1,2.0,0,0,90,1091,0,100.0,0.0,0.0
4.0,1,2.0,0,0,101,1470,0,100.0,0.0,0.0
23.0,1,0.0,0,0,39,823,0,100.0,0.0,0.0
0.0,2,0.0,0,0,260,960,0,100.0,0.0,0.0
15.0,160,75.0,6,0,489,2757,2,96.3855421686747,3.614457831325301,0.0
38.0,1,1.0,0,0,63,518,0,100.0,0.0,0.0
26.0,1,0.0,0,0,51,559,0,100.0,0.0,0.0
38.0,1,1.0,0,0,63,518,0,100.0,0.0,0.0
0.0,2,0.0,0,0,260,960,0,100.0,0.0,0.0
23.0,1,0.0,0,0,39,823,0,100.0,0.0,0.0
4.0,1,2.0,0,0,101,1470,0,100.0,0.0,0.0
8.0,1,2.0,0,0,90,1091,0,100.0,0.0,0.0
0.0,0,21.0,0,0,208,1287,0,0.0,0.0,0.0
0.0,1,1.0,9,0,42,657,0,10.0,90.0,0.0
10.0,2,0.0,12,1,287,569,0,13.333333333333334,80.0,6.666666666666667
10.0,1,0.0,17,0,547,897,0,5.555555555555555,94.44444444444444,0.0
10.0,5,0.0,16,0,595,1154,0,23.809523809523807,76.19047619047619,0.0
12.0,33,14.0,15,0,303,1940,3,68.75,31.25,0.0
7.0,33,12.0,9,0,273,1477,2,78.57142857142857,21.428571428571427,0.0
5.0,43,18.0,10,0,274,1878,2,81.13207547169812,18.867924528301888,0.0
9.0,59,18.0,10,0,210,1544,2,85.5072463768116,14.492753623188406,0.0
22.0,163,25.0,13,0,344,1622,2,92.61363636363636,7.386363636363637,0.0
11.0,20,5.0,12,0,387,2336,3,62.5,37.5,0.0
6.0,28,5.0,8,0,364,1920,3,77.77777777777779,22.22222222222222,0.0
15.0,45,7.0,8,0,335,1644,3,84.90566037735849,15.09433962264151,0.0
5.0,54,12.0,14,0,242,1529,3,79.41176470588235,20.588235294117645,0.0
0.0,61,9.0,9,0,353,2027,0,87.14285714285714,12.857142857142856,0.0
66.0,4,0.0,2,1,91,437,0,57.14285714285714,28.57142857142857,14.285714285714285
13.0,16,4.0,4,0,268,1362,3,80.0,20.0,0.0
5.0,39,8.0,5,0,215,1382,2,88.63636363636364,11.363636363636363,0.0
6.0,49,12.0,9,0,179,1522,2,84.48275862068965,15.517241379310345,0.0
0.0,56,4.0,8,0,214,1744,0,87.5,12.5,0.0
14.0,111,13.0,8,0,363,1442,2,93.27731092436974,6.722689075630252,0.0
49.0,4,0.0,0,0,561,6617,0,100.0,0.0,0.0
6.0,6,0.0,1,0,319,946,0,85.71428571428571,14.285714285714285,0.0
17.0,27,36.0,3,0,145,1998,2,90.0,10.0,0.0
9.0,53,47.0,2,0,179,2070,2,96.36363636363636,3.6363636363636362,0.0
10.0,74,86.0,3,0,203,2991,2,96.1038961038961,3.896103896103896,0.0
13.0,79,73.0,3,0,170,2376,2,96.34146341463415,3.6585365853658534,0.0
24.0,70,95.0,9,0,110,2605,2,88.60759493670885,11.39240506329114,0.0
29.0,111,136.0,4,0,155,3738,2,96.52173913043478,3.4782608695652173,0.0
9.0,92,59.0,4,0,90,1580,2,95.83333333333334,4.166666666666666,0.0
0.0,0,0.0,0,0,72,666,0,0.0,0.0,0.0
24.0,3,0.0,0,0,234,657,0,100.0,0.0,0.0
0.0,0,0.0,0,0,72,661,0,0.0,0.0,0.0
6.0,1,1.0,0,0,30,317,0,100.0,0.0,0.0
0.0,0,0.0,0,0,65,639,0,0.0,0.0,0.0
20.0,4,0.0,2,0,173,1109,0,66.66666666666666,33.33333333333333,0.0
0.0,0,0.0,0,0,122,1214,0,0.0,0.0,0.0
43.0,12,0.0,0,0,624,2586,0,100.0,0.0,0.0
0.0,0,0.0,0,0,143,1133,0,0.0,0.0,0.0
1.0,0,0.0,0,0,14,372,0,0.0,0.0,0.0
0.0,0,0.0,0,0,130,998,0,0.0,0.0,0.0
13.0,2,0.0,2,0,115,786,0,50.0,50.0,0.0
13.0,4,0.0,5,0,185,1159,0,44.44444444444444,55.55555555555556,0.0
0.0,0,0.0,4,0,397,2350,0,0.0,100.0,0.0
6.0,4,0.0,3,0,317,982,0,57.14285714285714,42.857142857142854,0.0
17.0,2,0.0,1,0,141,768,0,66.66666666666666,33.33333333333333,0.0
20.0,3,0.0,3,0,184,1149,0,50.0,50.0,0.0
22.0,3,0.0,4,0,409,2302,0,42.857142857142854,57.14285714285714,0.0
15.0,5,0.0,3,0,401,1178,0,62.5,37.5,0.0
10.0,2,0.0,1,0,86,485,0,66.66666666666666,33.33333333333333,0.0
15.0,2,0.0,2,0,102,727,0,50.0,50.0,0.0
0.0,0,3.0,0,0,523,3362,0,0.0,0.0,0.0
13.0,5,0.0,1,0,420,944,0,83.33333333333334,16.666666666666664,0.0
8.0,0,0.0,0,0,83,370,0,0.0,0.0,0.0
9.0,2,0.0,1,0,328,1831,0,66.66666666666666,33.33333333333333,0.0
0.0,0,0.0,0,0,613,3513,0,0.0,0.0,0.0
14.0,7,0.0,1,0,690,2081,0,87.5,12.5,0.0
1.0,0,0.0,0,0,23,142,0,0.0,0.0,0.0
0.0,0,1.0,0,0,21,236,0,0.0,0.0,0.0
7.0,1,0.0,0,0,268,1206,0,100.0,0.0,0.0
12.0,3,0.0,0,0,287,2056,0,100.0,0.0,0.0
0.0,0,0.0,0,0,564,3247,0,0.0,0.0,0.0
11.0,6,0.0,1,0,564,1583,0,85.71428571428571,14.285714285714285,0.0
1.0,1,0.0,0,0,23,244,0,100.0,0.0,0.0
8.0,2,0.0,0,0,277,1376,0,100.0,0.0,0.0
15.0,3,0.0,2,0,282,2052,0,60.0,40.0,0.0
0.0,0,0.0,0,0,294,1492,0,0.0,0.0,0.0
10.0,6,0.0,1,0,573,1830,0,85.71428571428571,14.285714285714285,0.0
4.0,1,0.0,0,0,16,159,0,100.0,0.0,0.0
5.0,1,0.0,0,0,53,492,0,100.0,0.0,0.0
10.0,2,0.0,0,0,44,620,0,100.0,0.0,0.0
0.0,0,0.0,0,0,100,943,0,0.0,0.0,0.0
11.0,3,0.0,0,0,97,418,0,100.0,0.0,0.0
1.0,2,0.0,0,0,15,1037,0,100.0,0.0,0.0
0.0,0,4.0,0,0,171,4164,0,0.0,0.0,0.0
6.0,2,0.0,0,0,84,1301,0,100.0,0.0,0.0
7.0,1,0.0,1,0,214,1787,0,50.0,50.0,0.0
16.0,2,0.0,1,0,296,2664,0,66.66666666666666,33.33333333333333,0.0
0.0,0,0.0,0,0,384,2633,0,0.0,0.0,0.0
12.0,2,0.0,0,0,113,925,0,100.0,0.0,0.0
0.0,0,0.0,23,0,114,3507,0,0.0,100.0,0.0
2.0,0,0.0,13,1,500,1997,0,0.0,92.85714285714286,7.142857142857142
10.0,11,5.0,65,1,469,3381,4,14.285714285714285,84.4155844155844,1.2987012987012987
0.0,0,0.0,43,0,206,3999,0,0.0,100.0,0.0
1.0,0,0.0,0,0,6,118,0,0.0,0.0,0.0
3.0,0,0.0,14,2,494,2186,0,0.0,87.5,12.5
6.0,1,0.0,3,0,77,761,0,25.0,75.0,0.0
0.0,0,0.0,9,0,225,3586,0,0.0,100.0,0.0
0.0,2,0.0,27,0,157,2933,0,6.896551724137931,93.10344827586206,0.0
0.0,4,6.0,45,0,233,4816,0,8.16326530612245,91.83673469387756,0.0
9.0,1,0.0,2,0,46,497,0,33.33333333333333,66.66666666666666,0.0
3.0,3,4.0,82,3,486,5765,4,3.4090909090909087,93.18181818181817,3.4090909090909087
13.0,49,31.0,282,4,351,4887,4,14.626865671641792,84.17910447761194,1.1940298507462688
17.0,77,88.0,474,7,247,4753,4,13.799283154121863,84.94623655913979,1.2544802867383513
26.0,36,21.0,153,1,108,2224,4,18.947368421052634,80.52631578947368,0.5263157894736842
9.0,2,0.0,44,0,199,4350,0,4.3478260869565215,95.65217391304348,0.0
0.0,0,0.0,46,0,275,6188,0,0.0,100.0,0.0
6.0,25,7.0,4,0,279,1624,2,86.20689655172413,13.793103448275861,0.0
4.0,8,4.0,39,1,262,2955,4,16.666666666666664,81.25,2.083333333333333
0.0,8,13.0,120,0,257,5940,0,6.25,93.75,0.0
10.0,0,0.0,2,1,292,795,0,0.0,66.66666666666666,33.33333333333333
1.0,0,0.0,2,4,130,602,0,0.0,33.33333333333333,66.66666666666666
4.0,1,0.0,3,0,142,424,0,25.0,75.0,0.0
10.0,1,0.0,4,0,123,510,0,20.0,80.0,0.0
0.0,0,0.0,6,0,297,975,0,0.0,100.0,0.0
6.0,2,0.0,4,0,243,327,0,33.33333333333333,66.66666666666666,0.0
11.0,21,7.0,47,1,94,1691,4,30.434782608695656,68.11594202898551,1.4492753623188406
16.0,198,43.0,328,0,271,1460,4,37.6425855513308,62.3574144486692,0.0
16.0,70,26.0,162,0,1119,2638,4,30.17241379310345,69.82758620689656,0.0
11.0,168,36.0,266,0,431,1680,4,38.70967741935484,61.29032258064516,0.0
15.0,176,76.0,335,0,477,2112,4,34.44227005870842,65.55772994129158,0.0
3.0,131,22.0,131,0,387,1133,4,50.0,50.0,0.0
17.0,120,66.0,314,0,3739,10886,4,27.64976958525346,72.35023041474655,0.0
9.0,51,25.0,140,0,993,2961,4,26.701570680628272,73.29842931937172,0.0
15.0,226,56.0,408,0,455,1905,4,35.646687697160885,64.35331230283911,0.0
11.0,98,28.0,155,0,978,2550,4,38.73517786561265,61.26482213438735,0.0
18.0,133,56.0,216,0,851,2669,3,38.108882521489974,61.891117478510026,0.0
9.0,82,13.0,65,0,405,1047,4,55.78231292517006,44.21768707482993,0.0
0.0,0,0.0,8,0,337,1819,0,0.0,100.0,0.0
7.0,10,1.0,5,0,194,574,4,66.66666666666666,33.33333333333333,0.0
13.0,61,37.0,144,2,2888,10372,3,29.468599033816425,69.56521739130434,0.966183574879227
4.0,17,7.0,32,0,909,2727,4,34.69387755102041,65.3061224489796,0.0
6.0,18,6.0,32,0,838,2316,4,36.0,64.0,0.0
11.0,37,15.0,55,0,765,2717,3,40.21739130434783,59.78260869565217,0.0
6.0,22,4.0,17,0,383,1142,4,56.41025641025641,43.58974358974359,0.0
8.0,19,4.0,7,0,431,1692,3,73.07692307692307,26.923076923076923,0.0
4.0,10,6.0,20,0,694,256,3,33.33333333333333,66.66666666666666,0.0
8.0,20,7.0,29,0,731,2569,4,40.816326530612244,59.183673469387756,0.0
0.0,21,7.0,33,0,623,3103,0,38.88888888888889,61.111111111111114,0.0
17.0,54,7.0,30,0,761,1932,4,64.28571428571429,35.714285714285715,0.0
6.0,19,5.0,6,0,469,1855,3,76.0,24.0,0.0
4.0,9,5.0,17,0,537,2492,3,34.61538461538461,65.38461538461539,0.0
4.0,14,5.0,18,0,700,2498,3,43.75,56.25,0.0
10.0,25,8.0,26,0,733,2817,3,49.01960784313725,50.98039215686274,0.0
8.0,32,4.0,13,0,369,1985,3,71.11111111111111,28.888888888888886,0.0
10.0,12,9.0,6,0,3028,13731,2,66.66666666666666,33.33333333333333,0.0
1.0,0,2.0,1,0,644,2556,0,0.0,100.0,0.0
5.0,0,2.0,1,0,1277,2708,0,0.0,100.0,0.0
7.0,7,2.0,1,0,642,3072,2,87.5,12.5,0.0
11.0,13,3.0,5,0,531,2881,3,72.22222222222221,27.77777777777778,0.0
0.0,5,0.0,0,0,543,3401,0,100.0,0.0,0.0
7.0,9,1.0,1,0,376,999,3,90.0,10.0,0.0
2.0,5,2.0,4,0,680,3285,3,55.55555555555556,44.44444444444444,0.0
6.0,7,2.0,6,0,674,3158,3,53.84615384615385,46.15384615384615,0.0
0.0,6,0.0,5,0,612,3773,0,54.54545454545454,45.45454545454545,0.0
9.0,19,2.0,5,0,664,2002,3,79.16666666666666,20.833333333333336,0.0
10.0,11,13.0,4,0,2522,11503,2,73.33333333333333,26.666666666666668,0.0
1.0,3,2.0,1,0,492,2400,2,75.0,25.0,0.0
4.0,0,2.0,1,0,1029,2744,0,0.0,100.0,0.0
2.0,2,0.0,0,0,23,249,0,100.0,0.0,0.0
7.0,2,0.0,8,0,148,1401,0,20.0,80.0,0.0
0.0,0,0.0,8,0,337,2044,0,0.0,100.0,0.0
11.0,2,0.0,8,0,276,948,0,20.0,80.0,0.0
2.0,0,0.0,5,0,219,1137,0,0.0,100.0,0.0
2.0,0,0.0,4,0,340,1155,0,0.0,100.0,0.0
4.0,2,0.0,0,0,81,787,0,100.0,0.0,0.0
0.0,1,0.0,0,0,27,765,0,100.0,0.0,0.0
0.0,0,0.0,0,0,35,735,0,0.0,0.0,0.0
0.0,1,0.0,0,0,14,364,0,100.0,0.0,0.0
8.0,31,10.0,35,0,609,2428,3,46.96969696969697,53.03030303030303,0.0
0.0,3,0.0,94,0,403,4476,0,3.0927835051546393,96.90721649484536,0.0
0.0,3,1.0,25,4,180,1374,0,9.375,78.125,12.5
9.0,2,1.0,1,2,660,2470,1,40.0,20.0,40.0
0.0,0,0.0,0,0,260,4134,0,0.0,0.0,0.0
0.0,30,53.0,14,0,257,3037,0,68.18181818181817,31.818181818181817,0.0
7.0,34,23.0,12,0,282,1567,2,73.91304347826086,26.08695652173913,0.0
24.0,4,2.0,16,21,442,2400,1,9.75609756097561,39.02439024390244,51.21951219512195
0.0,2,0.0,3,2,72,743,0,28.57142857142857,42.857142857142854,28.57142857142857
201.0,41,0.0,86,85,119,1666,0,19.339622641509436,40.56603773584906,40.09433962264151
5.0,12,2.0,9,0,600,1354,4,57.14285714285714,42.857142857142854,0.0
4.0,40,54.0,8,0,41,2257,2,83.33333333333334,16.666666666666664,0.0
41.0,3,0.0,0,0,312,1990,0,100.0,0.0,0.0
21.0,0,0.0,0,0,164,944,0,0.0,0.0,0.0
21.0,99,432.0,26,0,213,4983,2,79.2,20.8,0.0
53.0,168,142.0,11,0,320,1585,2,93.85474860335195,6.145251396648044,0.0
53.0,168,142.0,0,0,320,1585,0,100.0,0.0,0.0
23.0,12,1.0,0,0,55,540,0,100.0,0.0,0.0
71.0,81,19.0,2,0,294,1917,2,97.59036144578313,2.4096385542168677,0.0
0.0,105,231.0,9,0,311,8859,0,92.10526315789474,7.894736842105263,0.0
0.0,105,231.0,9,0,311,8859,0,92.10526315789474,7.894736842105263,0.0
71.0,81,19.0,2,0,294,1917,2,97.59036144578313,2.4096385542168677,0.0
3.0,44,44.0,9,0,401,1639,2,83.01886792452831,16.9811320754717,0.0
6.0,20,6.0,21,0,378,9136,3,48.78048780487805,51.21951219512195,0.0
11.0,30,9.0,34,0,318,7545,3,46.875,53.125,0.0
3.0,2,0.0,0,0,146,172,0,100.0,0.0,0.0
13.0,2,0.0,10,0,197,1598,0,16.666666666666664,83.33333333333334,0.0
4.0,1,0.0,7,0,150,1493,0,12.5,87.5,0.0
0.0,0,0.0,12,0,132,2699,0,0.0,100.0,0.0
0.0,2,0.0,22,0,67,2851,0,8.333333333333332,91.66666666666666,0.0
0.0,3,0.0,43,0,147,5105,0,6.521739130434782,93.47826086956522,0.0
4.0,2,0.0,41,0,112,2727,0,4.651162790697675,95.34883720930233,0.0
2.0,1,0.0,34,0,166,3017,0,2.857142857142857,97.14285714285714,0.0
6.0,1,0.0,23,0,167,2181,0,4.166666666666666,95.83333333333334,0.0
5.0,1,0.0,15,0,266,4800,0,6.25,93.75,0.0
5.0,0,0.0,8,0,214,2064,0,0.0,100.0,0.0
5.0,0,0.0,8,0,214,2064,0,0.0,100.0,0.0
5.0,1,0.0,15,0,266,4800,0,6.25,93.75,0.0
6.0,1,0.0,23,0,167,2181,0,4.166666666666666,95.83333333333334,0.0
2.0,1,0.0,34,0,166,3017,0,2.857142857142857,97.14285714285714,0.0
4.0,2,0.0,41,0,112,2727,0,4.651162790697675,95.34883720930233,0.0
0.0,3,0.0,43,0,147,5105,0,6.521739130434782,93.47826086956522,0.0
24.0,1,0.0,1,0,125,537,0,50.0,50.0,0.0
0.0,0,0.0,0,0,223,1126,0,0.0,0.0,0.0
5.0,10,1.0,6,0,691,3931,4,62.5,37.5,0.0
0.0,27,72.0,12,0,30,4305,0,69.23076923076923,30.76923076923077,0.0
0.0,10,6.0,17,0,622,8851,0,37.03703703703704,62.96296296296296,0.0
4.0,6,2.0,3,0,1317,11187,3,66.66666666666666,33.33333333333333,0.0
5.0,10,2.0,8,0,661,5269,4,55.55555555555556,44.44444444444444,0.0
5.0,10,1.0,6,0,691,3931,4,62.5,37.5,0.0
0.0,27,72.0,12,0,30,4305,0,69.23076923076923,30.76923076923077,0.0
0.0,10,6.0,17,0,622,8851,0,37.03703703703704,62.96296296296296,0.0
4.0,6,2.0,3,0,1317,11187,3,66.66666666666666,33.33333333333333,0.0
3.0,2,0.0,0,0,53,825,0,100.0,0.0,0.0
8.0,13,0.0001,1,0,72,1357,4,92.85714285714286,7.142857142857142,0.0
19.0,0,0.0,0,0,51,696,0,0.0,0.0,0.0
0.0,0,0.0,0,0,24,511,0,0.0,0.0,0.0
0.0,3,0.0,0,0,47,685,0,100.0,0.0,0.0
0.0,1,0.0,0,0,39,306,0,100.0,0.0,0.0
3.0,1,1.0,0,0,30,463,0,100.0,0.0,0.0
0.0,1,0.0,0,0,39,306,0,100.0,0.0,0.0
0.0,3,0.0,0,0,47,685,0,100.0,0.0,0.0
0.0,0,0.0,0,0,24,511,0,0.0,0.0,0.0
19.0,0,0.0,0,0,51,696,0,0.0,0.0,0.0
8.0,13,0.0001,1,0,72,1357,4,92.85714285714286,7.142857142857142,0.0
3.0,2,0.0,0,0,53,825,0,100.0,0.0,0.0
2.0,2,5.0,10,0,59,922,3,16.666666666666664,83.33333333333334,0.0
15.0,64,29.0,101,1,96,720,3,38.55421686746988,60.8433734939759,0.6024096385542169
5.0,31,36.0,120,1,75,857,3,20.394736842105264,78.94736842105263,0.6578947368421052
1.0,1,1.0,1,0,35,361,3,50.0,50.0,0.0
2.0,2,5.0,10,0,59,922,3,16.666666666666664,83.33333333333334,0.0
15.0,64,29.0,101,1,96,720,3,38.55421686746988,60.8433734939759,0.6024096385542169
5.0,31,36.0,120,1,75,857,3,20.394736842105264,78.94736842105263,0.6578947368421052
3.0,1,0.0,4,0,82,926,0,20.0,80.0,0.0
0.0,0,0.0,6,0,44,0,0,0.0,100.0,0.0
0.0,1,0.0,4,0,30,768,0,20.0,80.0,0.0
0.0001,1,2.0,4,0,105,1408,3,20.0,80.0,0.0
1.0,0,0.0,8,0,469,2145,0,0.0,100.0,0.0
6.0,16,2.0,8,0,191,2731,4,66.66666666666666,33.33333333333333,0.0
3.0,5,3.0,6,0,161,2192,3,45.45454545454545,54.54545454545454,0.0
0.0,1,0.0,4,0,75,832,0,20.0,80.0,0.0
3.0,1,0.0,4,0,82,926,0,20.0,80.0,0.0
0.0,0,0.0,6,0,44,1175,0,0.0,100.0,0.0
0.0,1,0.0,4,0,30,768,0,20.0,80.0,0.0
0.0001,1,2.0,4,0,105,1408,3,20.0,80.0,0.0
1.0,0,0.0,8,0,469,2145,0,0.0,100.0,0.0
6.0,16,2.0,8,0,191,2731,4,66.66666666666666,33.33333333333333,0.0
3.0,5,3.0,6,0,161,2192,3,45.45454545454545,54.54545454545454,0.0
